Date,Day of Week,Time_(h),Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
2020-10-13,Tuesday,22,Visa,CVC,30,Online,Gaming,India,India,United Kingdom,M,36.4,RBS,True
2020-10-14,Wednesday,17,Visa,CVC,24,Online,Entertainment,USA,USA,United Kingdom,F,41.6,Halifax,True
2020-10-14,Wednesday,8,MasterCard,CVC,329,Online,Children,China,United Kingdom,China,M,46.2,RBS,True
2020-10-14,Wednesday,9,Visa,CVC,151,Online,Food,India,India,United Kingdom,F,39.7,HSBC,True
2020-10-13,Tuesday,17,Visa,CVC,13,Online,Subscription,USA,USA,United Kingdom,F,26.8,Metro,True
2020-10-13,Tuesday,21,MasterCard,Tap,19,POS,Fashion,Russia,Russia,United Kingdom,M,59.2,HSBC,True
2020-10-14,Wednesday,2,MasterCard,PIN,30,ATM,Children,India,India,United Kingdom,M,52.0,HSBC,True
2020-10-14,Wednesday,20,MasterCard,CVC,11,Online,Subscription,Russia,Russia,United Kingdom,M,42.5,Barlcays,True
2020-10-14,Wednesday,12,Visa,CVC,367,Online,Gaming,India,India,United Kingdom,M,33.5,Metro,True
2020-10-13,Tuesday,5,Visa,CVC,21,Online,Electronics,United Kingdom,India,United Kingdom,M,34.3,HSBC,True
2020-10-13,Tuesday,18,Visa,PIN,12,ATM,Children,Russia,Russia,United Kingdom,F,46.9,Barclays,True
2020-10-13,Tuesday,6,Visa,Tap,18,POS,Products,India,India,United Kingdom,M,31.8,HSBC,True
2020-10-14,Wednesday,4,MasterCard,CVC,210,Online,Food,India,India,United Kingdom,M,36.9,Monzo,True
2020-10-13,Tuesday,4,MasterCard,Tap,6,POS,Children,Russia,Russia,United Kingdom,M,45.3,Barclays,True
2020-10-14,Wednesday,18,MasterCard,PIN,287,POS,Electronics,China,China,United Kingdom,F,48.3,Barclays,True
2020-10-13,Tuesday,20,MasterCard,PIN,24,ATM,Fashion,India,India,United Kingdom,F,52.8,HSBC,True
2020-10-13,Tuesday,23,MasterCard,PIN,14,ATM,Restaurant,Russia,Russia,United Kingdom,M,48.6,Barclays,True
2020-10-13,Tuesday,6,Visa,PIN,6,ATM,Food,Russia,Russia,United Kingdom,F,33.4,Barlcays,True
2020-10-13,Tuesday,9,MasterCard,CVC,23,Online,Fashion,United Kingdom,India,United Kingdom,F,48.8,Monzo,True
2020-10-14,Wednesday,23,MasterCard,PIN,30,ATM,Electronics,China,China,United Kingdom,M,53.6,HSBC,True
2020-10-13,Tuesday,4,Visa,CVC,291,Online,Gaming,China,China,United Kingdom,F,31.2,RBS,True
2020-10-14,Wednesday,3,MasterCard,Tap,11,POS,Children,USA,USA,United Kingdom,M,50.1,Monzo,True
2020-10-13,Tuesday,3,Visa,CVC,11,Online,Entertainment,Russia,Russia,United Kingdom,M,42.7,Barclays,True
2020-10-14,Wednesday,2,Visa,CVC,22,Online,Services,United Kingdom,China,United Kingdom,F,46.7,Barclays,True
2020-10-14,Wednesday,9,MasterCard,Tap,10,POS,Products,Russia,Russia,United Kingdom,M,29.6,Barclays,True
2020-10-14,Wednesday,11,MasterCard,PIN,28,ATM,Children,India,India,United Kingdom,M,48.8,Halifax,True
2020-10-13,Tuesday,14,MasterCard,Tap,27,POS,Services,Russia,Russia,United Kingdom,M,37.9,Barclays,True
2020-10-13,Tuesday,19,MasterCard,CVC,23,Online,Children,United Kingdom,USA,United Kingdom,M,36.2,Metro,True
2020-10-13,Tuesday,18,Visa,CVC,11,Online,Products,China,China,United Kingdom,M,62.9,Barclays,True
2020-10-13,Tuesday,13,Visa,PIN,235,ATM,Food,USA,USA,United Kingdom,M,33.1,Barclays,True
2020-10-13,Tuesday,20,MasterCard,CVC,23,Online,Entertainment,Russia,Russia,United Kingdom,M,50.2,Lloyds,True
2020-10-14,Wednesday,1,Visa,PIN,21,POS,Electronics,China,China,United Kingdom,F,38.7,Barlcays,True
2020-10-14,Wednesday,17,Visa,CVC,13,Online,Entertainment,China,China,United Kingdom,F,65.7,Barclays,True
2020-10-13,Tuesday,18,Visa,Tap,23,POS,Entertainment,Russia,Russia,United Kingdom,F,33.5,Halifax,True
2020-10-13,Tuesday,10,Visa,Tap,7,POS,Restaurant,United Kingdom,China,United Kingdom,M,34.4,HSBC,True
2020-10-14,Wednesday,6,Visa,PIN,21,ATM,Services,USA,USA,United Kingdom,M,40.4,Metro,True
2020-10-13,Tuesday,2,MasterCard,CVC,28,Online,Food,India,India,United Kingdom,F,44.8,Barclays,True
2020-10-14,Wednesday,3,MasterCard,CVC,385,Online,Electronics,China,China,United Kingdom,F,44.9,Barlcays,True
2020-10-13,Tuesday,14,Visa,CVC,76,Online,Products,Russia,Russia,United Kingdom,M,41.9,Barclays,True
2020-10-14,Wednesday,4,MasterCard,CVC,93,Online,Gaming,Russia,Russia,United Kingdom,F,42.2,Metro,True
2020-10-14,Wednesday,0,MasterCard,Tap,28,POS,Children,India,India,United Kingdom,M,50.9,Barlcays,True
2020-10-14,Wednesday,22,Visa,PIN,20,ATM,Subscription,India,India,United Kingdom,M,60.7,Lloyds,True
2020-10-13,Tuesday,23,Visa,PIN,387,POS,Electronics,USA,USA,United Kingdom,M,46.0,HSBC,True
2020-10-14,Wednesday,13,Visa,CVC,231,Online,Gaming,Russia,Russia,United Kingdom,M,62.2,Halifax,True
2020-10-13,Tuesday,11,MasterCard,CVC,10,Online,Children,China,China,United Kingdom,F,51.1,Barlcays,True
2020-10-14,Wednesday,13,MasterCard,Tap,15,POS,Subscription,Russia,Russia,United Kingdom,M,43.0,Lloyds,True
2020-10-13,Tuesday,20,Visa,Tap,25,POS,Subscription,USA,USA,United Kingdom,F,33.7,Barclays,True
2020-10-14,Wednesday,10,Visa,PIN,11,ATM,Food,China,China,United Kingdom,M,48.7,HSBC,True
2020-10-14,Wednesday,12,Visa,CVC,7,Online,Food,United Kingdom,Russia,United Kingdom,F,39.5,Monzo,True
2020-10-14,Wednesday,1,MasterCard,CVC,11,Online,Entertainment,India,India,United Kingdom,F,45.6,Barclays,True
2020-10-13,Tuesday,6,Visa,CVC,12,Online,Children,United Kingdom,India,United Kingdom,F,24.8,Barclays,True
2020-10-14,Wednesday,4,MasterCard,PIN,26,ATM,Fashion,China,China,United Kingdom,F,66.1,Metro,True
2020-10-14,Wednesday,6,Visa,Tap,21,POS,Services,Russia,Russia,United Kingdom,M,23.9,Barclays,True
2020-10-14,Wednesday,2,MasterCard,PIN,305,ATM,Children,USA,USA,United Kingdom,F,41.8,Halifax,True
2020-10-14,Wednesday,16,Visa,CVC,264,Online,Children,India,India,United Kingdom,F,39.2,Barclays,True
2020-10-14,Wednesday,15,MasterCard,CVC,16,Online,Fashion,United Kingdom,USA,United Kingdom,M,43.9,RBS,True
2020-10-13,Tuesday,5,Visa,CVC,23,Online,Children,Russia,Russia,United Kingdom,M,27.4,Barclays,True
2020-10-13,Tuesday,22,Visa,CVC,24,Online,Entertainment,USA,USA,United Kingdom,M,57.5,RBS,True
2020-10-14,Wednesday,21,Visa,PIN,29,ATM,Entertainment,USA,USA,United Kingdom,F,57.7,Barlcays,True
2020-10-14,Wednesday,22,Visa,Tap,17,POS,Products,Russia,Russia,United Kingdom,F,53.6,Monzo,True
2020-10-14,Wednesday,2,MasterCard,Tap,7,POS,Fashion,Russia,Russia,United Kingdom,M,33.8,RBS,True
2020-10-14,Wednesday,20,MasterCard,CVC,12,Online,Children,Russia,Russia,United Kingdom,F,27.3,Barclays,True
2020-10-14,Wednesday,1,Visa,Tap,8,POS,Children,India,India,United Kingdom,M,37.6,Barclays,True
2020-10-13,Tuesday,15,Visa,PIN,6,ATM,Services,United Kingdom,India,United Kingdom,M,53.7,Barclays,True
2020-10-14,Wednesday,1,Visa,Tap,25,POS,Gaming,China,China,United Kingdom,F,37.8,HSBC,True
2020-10-13,Tuesday,9,Visa,Tap,16,POS,Services,Russia,Russia,United Kingdom,M,50.8,Barclays,True
2020-10-13,Tuesday,17,MasterCard,PIN,183,POS,Children,Russia,Russia,United Kingdom,M,53.5,Barclays,True
2020-10-13,Tuesday,3,MasterCard,CVC,18,Online,Fashion,Russia,Russia,United Kingdom,F,55.6,Monzo,True
2020-10-13,Tuesday,1,Visa,CVC,15,Online,Fashion,China,China,United Kingdom,F,43.8,Barclays,True
2020-10-14,Wednesday,7,Visa,PIN,7,ATM,Food,USA,USA,United Kingdom,M,42.7,Monzo,True
2020-10-14,Wednesday,23,Visa,PIN,5,ATM,Subscription,India,India,United Kingdom,M,55.6,Lloyds,True
2020-10-13,Tuesday,13,MasterCard,CVC,24,Online,Children,United Kingdom,China,United Kingdom,M,38.3,Barclays,True
2020-10-14,Wednesday,18,MasterCard,PIN,24,ATM,Gaming,China,China,United Kingdom,F,35.5,Monzo,True
2020-10-13,Tuesday,20,Visa,CVC,11,Online,Subscription,USA,USA,United Kingdom,M,31.0,RBS,True
2020-10-14,Wednesday,1,MasterCard,PIN,9,ATM,Subscription,India,India,United Kingdom,F,76.4,Barclays,True
2020-10-14,Wednesday,2,MasterCard,Tap,14,POS,Children,China,China,United Kingdom,F,50.9,Halifax,True
2020-10-14,Wednesday,11,Visa,PIN,159,ATM,Fashion,India,India,United Kingdom,M,61.4,Barclays,True
2020-10-13,Tuesday,12,MasterCard,CVC,17,Online,Fashion,United Kingdom,Russia,United Kingdom,M,38.2,Barclays,True
2020-10-13,Tuesday,16,Visa,CVC,18,Online,Entertainment,Russia,Russia,United Kingdom,M,49.5,HSBC,True
2020-10-13,Tuesday,20,Visa,CVC,20,Online,Gaming,Russia,Russia,United Kingdom,F,48.6,Metro,True
2020-10-13,Tuesday,13,MasterCard,CVC,11,Online,Electronics,India,India,United Kingdom,F,47.7,RBS,True
2020-10-14,Wednesday,1,Visa,PIN,12,ATM,Fashion,India,India,United Kingdom,F,53.0,RBS,True
2020-10-13,Tuesday,0,Visa,CVC,9,Online,Children,United Kingdom,China,United Kingdom,F,29.4,RBS,True
2020-10-13,Tuesday,1,Visa,Tap,17,POS,Services,China,China,United Kingdom,M,30.7,Metro,True
2020-10-13,Tuesday,14,MasterCard,PIN,316,POS,Gaming,China,China,United Kingdom,M,42.5,Barclays,True
2020-10-14,Wednesday,12,MasterCard,Tap,23,POS,Gaming,Russia,Russia,United Kingdom,M,41.9,Barclays,True
2020-10-14,Wednesday,1,Visa,Tap,14,POS,Electronics,India,India,United Kingdom,M,52.0,Barclays,True
2020-10-13,Tuesday,16,Visa,PIN,6,ATM,Children,United Kingdom,China,United Kingdom,M,58.4,Barlcays,True
2020-10-14,Wednesday,16,Visa,Tap,20,POS,Entertainment,Russia,Russia,United Kingdom,F,60.1,Barclays,True
2020-10-14,Wednesday,19,Visa,PIN,26,ATM,Children,India,India,United Kingdom,F,44.8,Metro,True
2020-10-13,Tuesday,3,Visa,CVC,5,Online,Food,Russia,Russia,United Kingdom,M,32.8,Monzo,True
2020-10-13,Tuesday,0,Visa,PIN,267,POS,Food,Russia,Russia,United Kingdom,M,35.7,Barclays,True
2020-10-13,Tuesday,6,Visa,CVC,26,Online,Products,USA,USA,United Kingdom,M,51.8,Barclays,True
2020-10-14,Wednesday,7,MasterCard,CVC,29,Online,Children,United Kingdom,China,United Kingdom,M,60.7,Barclays,True
2020-10-13,Tuesday,13,Visa,PIN,324,ATM,Electronics,Russia,Russia,United Kingdom,M,47.7,Metro,True
2020-10-14,Wednesday,2,Visa,Tap,13,POS,Gaming,USA,USA,United Kingdom,F,43.8,Barclays,True
2020-10-13,Tuesday,8,Visa,PIN,7,ATM,Electronics,China,China,United Kingdom,M,46.6,HSBC,True
2020-10-13,Tuesday,0,Visa,CVC,260,Online,Fashion,USA,USA,United Kingdom,F,41.0,Monzo,True
2020-10-13,Tuesday,14,Visa,CVC,276,Online,Children,India,India,United Kingdom,M,43.5,Barlcays,True
2020-10-14,Wednesday,13,MasterCard,PIN,18,ATM,Children,China,China,United Kingdom,M,57.4,HSBC,True
2020-10-13,Tuesday,2,Visa,CVC,8,Online,Entertainment,USA,USA,United Kingdom,M,73.3,Halifax,True
2020-10-14,Wednesday,17,Visa,PIN,15,ATM,Fashion,United Kingdom,China,United Kingdom,M,53.1,Barlcays,True
2020-10-13,Tuesday,13,MasterCard,CVC,8,Online,Children,United Kingdom,China,United Kingdom,M,43.8,Barclays,True
2020-10-14,Wednesday,11,Visa,PIN,19,ATM,Products,India,India,United Kingdom,M,36.1,Barclays,True
2020-10-13,Tuesday,21,Visa,CVC,94,Online,Children,Russia,Russia,United Kingdom,M,47.9,Lloyds,True
2020-10-13,Tuesday,1,MasterCard,CVC,18,Online,Fashion,United Kingdom,China,United Kingdom,F,45.5,Halifax,True
2020-10-13,Tuesday,6,Visa,Tap,7,POS,Restaurant,India,India,United Kingdom,F,55.7,Barclays,True
2020-10-14,Wednesday,5,Visa,CVC,128,Online,Subscription,USA,USA,United Kingdom,M,53.4,Monzo,True
2020-10-13,Tuesday,5,Visa,PIN,377,POS,Electronics,China,China,United Kingdom,M,40.4,HSBC,True
2020-10-14,Wednesday,4,MasterCard,Tap,26,POS,Services,China,China,United Kingdom,M,37.6,Barclays,True
2020-10-13,Tuesday,5,Visa,PIN,361,POS,Children,United Kingdom,USA,United Kingdom,M,37.7,Metro,True
2020-10-13,Tuesday,16,Visa,PIN,17,ATM,Fashion,India,India,United Kingdom,M,41.6,Barclays,True
2020-10-13,Tuesday,14,MasterCard,PIN,10,ATM,Fashion,China,China,United Kingdom,M,54.7,Barclays,True
2020-10-13,Tuesday,2,MasterCard,Tap,10,POS,Children,United Kingdom,Russia,United Kingdom,M,61.3,Barclays,True
2020-10-13,Tuesday,5,Visa,Tap,9,POS,Gaming,USA,USA,United Kingdom,F,48.2,Barclays,True
2020-10-14,Wednesday,13,Visa,PIN,24,ATM,Children,Russia,Russia,United Kingdom,F,38.6,Barlcays,True
2020-10-13,Tuesday,3,MasterCard,CVC,198,Online,Electronics,India,India,United Kingdom,M,47.0,Halifax,True
2020-10-14,Wednesday,2,MasterCard,PIN,365,POS,Electronics,USA,USA,United Kingdom,M,42.8,Barclays,True
2020-10-14,Wednesday,3,MasterCard,CVC,125,Online,Electronics,India,India,United Kingdom,F,53.1,Halifax,True
2020-10-13,Tuesday,6,MasterCard,CVC,25,Online,Children,United Kingdom,Russia,United Kingdom,M,23.2,Metro,True
2020-10-14,Wednesday,5,Visa,PIN,21,ATM,Fashion,China,China,United Kingdom,M,36.6,Lloyds,True
2020-10-14,Wednesday,15,MasterCard,PIN,26,ATM,Children,USA,USA,United Kingdom,F,50.5,Barclays,True
2020-10-14,Wednesday,14,Visa,CVC,8,Online,Restaurant,India,India,United Kingdom,F,47.8,Lloyds,True
2020-10-13,Tuesday,3,MasterCard,PIN,29,ATM,Fashion,India,India,United Kingdom,F,53.9,Metro,True
2020-10-14,Wednesday,16,MasterCard,PIN,388,POS,Entertainment,USA,USA,United Kingdom,F,36.7,Lloyds,True
2020-10-13,Tuesday,19,Visa,CVC,20,Online,Subscription,India,India,United Kingdom,M,37.6,Barlcays,True
2020-10-14,Wednesday,13,Visa,Tap,19,POS,Gaming,China,China,United Kingdom,M,30.7,Barclays,True
2020-10-14,Wednesday,14,MasterCard,PIN,216,POS,Electronics,China,China,United Kingdom,M,60.4,Barclays,True
2020-10-13,Tuesday,6,Visa,CVC,5,Online,Products,USA,USA,United Kingdom,F,28.9,Barlcays,True
2020-10-14,Wednesday,11,MasterCard,CVC,12,Online,Children,China,China,United Kingdom,F,46.6,Lloyds,True
2020-10-13,Tuesday,1,MasterCard,CVC,6,Online,Restaurant,Russia,Russia,United Kingdom,M,40.7,Barlcays,True
2020-10-14,Wednesday,1,MasterCard,Tap,5,POS,Food,China,China,United Kingdom,F,49.4,Metro,True
2020-10-13,Tuesday,11,MasterCard,Tap,7,POS,Fashion,China,China,United Kingdom,M,41.3,Monzo,True
2020-10-14,Wednesday,7,Visa,CVC,261,Online,Fashion,Russia,Russia,United Kingdom,M,36.4,Halifax,True
2020-10-13,Tuesday,11,MasterCard,PIN,22,ATM,Fashion,China,China,United Kingdom,M,46.1,HSBC,True
2020-10-14,Wednesday,2,Visa,PIN,22,ATM,Entertainment,United Kingdom,Russia,United Kingdom,M,58.1,Metro,True
2020-10-13,Tuesday,15,Visa,Tap,11,POS,Restaurant,Russia,Russia,United Kingdom,F,52.7,Monzo,True
2020-10-14,Wednesday,3,Visa,CVC,20,Online,Entertainment,India,India,United Kingdom,F,51.1,Barlcays,True
2020-10-13,Tuesday,2,MasterCard,CVC,27,Online,Subscription,USA,USA,United Kingdom,F,35.5,Lloyds,True
2020-10-13,Tuesday,6,MasterCard,CVC,7,Online,Fashion,USA,USA,United Kingdom,F,57.5,Halifax,True
2020-10-14,Wednesday,21,Visa,CVC,9,Online,Services,United Kingdom,Russia,United Kingdom,M,56.9,HSBC,True
2020-10-14,Wednesday,21,MasterCard,Tap,27,POS,Fashion,United Kingdom,China,United Kingdom,M,41.7,Barclays,True
2020-10-13,Tuesday,0,Visa,CVC,23,Online,Services,India,India,United Kingdom,F,37.8,RBS,True
2020-10-13,Tuesday,8,Visa,CVC,30,Online,Food,India,India,United Kingdom,M,25.0,RBS,True
2020-10-13,Tuesday,3,MasterCard,Tap,11,POS,Products,USA,USA,United Kingdom,M,46.2,Barclays,True
2020-10-13,Tuesday,19,MasterCard,CVC,377,Online,Electronics,India,India,United Kingdom,F,33.4,HSBC,True
2020-10-14,Wednesday,11,MasterCard,PIN,19,ATM,Entertainment,Russia,Russia,United Kingdom,M,47.2,Barclays,True
2020-10-13,Tuesday,23,MasterCard,PIN,20,ATM,Children,USA,USA,United Kingdom,F,39.3,Barlcays,True
2020-10-13,Tuesday,6,MasterCard,PIN,25,ATM,Children,Russia,Russia,United Kingdom,F,27.4,HSBC,True
2020-10-13,Tuesday,14,Visa,PIN,24,ATM,Food,USA,USA,United Kingdom,M,44.9,Barclays,True
2020-10-13,Tuesday,1,MasterCard,CVC,8,Online,Restaurant,United Kingdom,China,United Kingdom,M,40.7,HSBC,True
2020-10-13,Tuesday,12,MasterCard,CVC,27,Online,Children,United Kingdom,Russia,United Kingdom,M,70.3,Lloyds,True
2020-10-14,Wednesday,7,Visa,PIN,24,ATM,Gaming,India,India,United Kingdom,M,48.0,HSBC,True
2020-10-14,Wednesday,15,MasterCard,PIN,9,ATM,Fashion,India,India,United Kingdom,F,32.6,Barclays,True
2020-10-13,Tuesday,10,Visa,CVC,29,Online,Food,China,China,United Kingdom,M,33.1,Barclays,True
2020-10-14,Wednesday,6,MasterCard,CVC,5,Online,Entertainment,USA,USA,United Kingdom,M,44.6,Monzo,True
2020-10-14,Wednesday,2,Visa,CVC,22,Online,Services,India,India,United Kingdom,M,45.7,Barclays,True
2020-10-14,Wednesday,3,Visa,Tap,5,POS,Gaming,Russia,Russia,United Kingdom,F,57.5,RBS,True
2020-10-13,Tuesday,0,Visa,CVC,26,Online,Entertainment,China,China,United Kingdom,F,40.0,Halifax,True
2020-10-13,Tuesday,2,Visa,PIN,36,ATM,Services,China,China,United Kingdom,M,37.7,Monzo,True
2020-10-13,Tuesday,6,MasterCard,PIN,229,POS,Subscription,USA,USA,United Kingdom,M,50.4,Barclays,True
2020-10-13,Tuesday,0,Visa,PIN,8,ATM,Gaming,China,China,United Kingdom,F,54.4,Barclays,True
2020-10-14,Wednesday,0,MasterCard,CVC,205,Online,Electronics,China,China,United Kingdom,F,60.1,Halifax,True
2020-10-14,Wednesday,9,MasterCard,Tap,20,POS,Entertainment,India,India,United Kingdom,M,38.2,HSBC,True
2020-10-13,Tuesday,2,Visa,PIN,400,ATM,Children,Russia,Russia,United Kingdom,F,47.2,Metro,True
2020-10-14,Wednesday,1,Visa,CVC,21,Online,Fashion,China,China,United Kingdom,F,58.0,Barlcays,True
2020-10-13,Tuesday,10,MasterCard,CVC,21,Online,Fashion,China,China,United Kingdom,F,32.0,Metro,True
2020-10-13,Tuesday,2,Visa,Tap,13,POS,Fashion,Russia,Russia,United Kingdom,F,38.3,RBS,True
2020-10-13,Tuesday,18,MasterCard,CVC,26,Online,Products,Russia,Russia,United Kingdom,F,23.8,Barclays,True
2020-10-14,Wednesday,3,MasterCard,PIN,62,POS,Children,USA,USA,United Kingdom,M,43.1,Barclays,True
2020-10-13,Tuesday,5,MasterCard,Tap,10,POS,Electronics,United Kingdom,USA,United Kingdom,F,45.8,Monzo,True
2020-10-14,Wednesday,4,MasterCard,PIN,27,ATM,Food,India,India,United Kingdom,M,38.3,Metro,True
2020-10-13,Tuesday,20,MasterCard,Tap,9,POS,Entertainment,China,China,United Kingdom,M,62.1,Metro,True
2020-10-14,Wednesday,14,Visa,CVC,18,Online,Fashion,United Kingdom,India,United Kingdom,M,30.2,Barlcays,True
2020-10-13,Tuesday,3,MasterCard,PIN,6,ATM,Gaming,India,India,United Kingdom,F,34.4,Barclays,True
2020-10-14,Wednesday,12,Visa,Tap,30,POS,Children,India,India,United Kingdom,M,41.0,RBS,True
2020-10-14,Wednesday,12,MasterCard,Tap,26,POS,Electronics,Russia,Russia,United Kingdom,M,39.6,Barlcays,True
2020-10-14,Wednesday,16,Visa,CVC,6,Online,Children,USA,USA,United Kingdom,M,50.3,Monzo,True
2020-10-14,Wednesday,1,Visa,Tap,5,POS,Entertainment,Russia,Russia,United Kingdom,M,47.0,Barclays,True
2020-10-13,Tuesday,0,MasterCard,CVC,310,Online,Products,China,China,United Kingdom,M,42.1,HSBC,True
2020-10-14,Wednesday,2,MasterCard,CVC,378,Online,Electronics,Russia,Russia,United Kingdom,F,46.2,HSBC,True
2020-10-14,Wednesday,13,MasterCard,PIN,24,ATM,Electronics,USA,USA,United Kingdom,M,54.3,RBS,True
2020-10-14,Wednesday,3,Visa,PIN,336,POS,Food,China,China,United Kingdom,M,31.3,Metro,True
2020-10-14,Wednesday,22,MasterCard,PIN,29,ATM,Electronics,China,China,United Kingdom,M,57.4,Metro,True
2020-10-13,Tuesday,7,Visa,PIN,28,ATM,Services,India,India,United Kingdom,F,29.9,RBS,True
2020-10-14,Wednesday,15,MasterCard,Tap,7,POS,Restaurant,India,India,United Kingdom,F,57.2,Metro,True
2020-10-14,Wednesday,9,Visa,CVC,30,Online,Entertainment,Russia,Russia,United Kingdom,F,38.1,Barclays,True
2020-10-13,Tuesday,13,Visa,Tap,12,POS,Fashion,Russia,Russia,United Kingdom,M,50.3,HSBC,True
2020-10-14,Wednesday,21,Visa,Tap,7,POS,Services,India,India,United Kingdom,F,51.0,Barlcays,True
2020-10-13,Tuesday,11,MasterCard,CVC,28,Online,Food,USA,USA,United Kingdom,M,59.9,Barclays,True
2020-10-14,Wednesday,17,Visa,CVC,11,Online,Fashion,Russia,Russia,United Kingdom,F,59.9,Barclays,True
2020-10-14,Wednesday,4,Visa,CVC,16,Online,Entertainment,India,India,United Kingdom,F,53.4,Barlcays,True
2020-10-14,Wednesday,5,Visa,PIN,240,ATM,Children,China,China,United Kingdom,M,52.0,Barclays,True
2020-10-14,Wednesday,7,MasterCard,CVC,22,Online,Gaming,Russia,Russia,United Kingdom,M,42.7,Barclays,True
2020-10-13,Tuesday,5,Visa,Tap,14,POS,Food,Russia,Russia,United Kingdom,M,40.6,Barclays,True
2020-10-14,Wednesday,0,Visa,PIN,32,ATM,Subscription,Russia,Russia,United Kingdom,M,40.4,Barlcays,True
2020-10-14,Wednesday,1,MasterCard,PIN,18,ATM,Subscription,India,India,United Kingdom,M,28.3,Barclays,True
2020-10-13,Tuesday,8,Visa,CVC,8,Online,Children,India,United Kingdom,India,F,66.0,Halifax,True
2020-10-13,Tuesday,19,Visa,CVC,18,Online,Children,China,China,United Kingdom,M,29.0,RBS,True
2020-10-14,Wednesday,14,Visa,Tap,28,POS,Food,USA,USA,United Kingdom,F,46.5,Barclays,True
2020-10-14,Wednesday,7,Visa,CVC,18,Online,Products,USA,USA,United Kingdom,M,40.0,Metro,True
2020-10-13,Tuesday,1,MasterCard,CVC,30,Online,Children,China,United Kingdom,China,F,50.8,Monzo,True
2020-10-14,Wednesday,13,Visa,CVC,28,Online,Children,China,China,United Kingdom,F,46.6,RBS,True
2020-10-14,Wednesday,11,Visa,PIN,197,ATM,Restaurant,Russia,Russia,United Kingdom,M,45.8,Barclays,True
2020-10-13,Tuesday,14,Visa,PIN,18,ATM,Products,India,India,United Kingdom,F,42.2,Barclays,True
2020-10-14,Wednesday,6,MasterCard,Tap,5,POS,Services,Russia,Russia,United Kingdom,M,41.1,Barclays,True
2020-10-13,Tuesday,8,Visa,PIN,6,ATM,Products,Russia,Russia,United Kingdom,M,28.1,Barlcays,True
2020-10-13,Tuesday,21,MasterCard,Tap,19,POS,Fashion,Russia,Russia,United Kingdom,M,21.0,Barclays,True
2020-10-13,Tuesday,22,Visa,PIN,389,POS,Restaurant,India,India,United Kingdom,M,50.1,Monzo,True
2020-10-13,Tuesday,1,Visa,CVC,5,Online,Children,United Kingdom,USA,United Kingdom,F,28.1,HSBC,True
2020-10-14,Wednesday,1,Visa,Tap,10,POS,Gaming,China,United Kingdom,China,F,63.2,Metro,True
2020-10-13,Tuesday,4,Visa,PIN,13,ATM,Fashion,India,India,United Kingdom,M,38.3,Barlcays,True
2020-10-13,Tuesday,5,Visa,CVC,250,Online,Restaurant,China,China,United Kingdom,M,38.4,Lloyds,True
2020-10-13,Tuesday,2,MasterCard,PIN,325,POS,Electronics,India,India,United Kingdom,M,45.1,Monzo,True
2020-10-13,Tuesday,1,MasterCard,Tap,16,POS,Gaming,Russia,Russia,United Kingdom,F,39.2,Monzo,True
2020-10-14,Wednesday,17,MasterCard,PIN,369,ATM,Electronics,Russia,Russia,United Kingdom,M,37.4,Barlcays,True
2020-10-13,Tuesday,2,Visa,CVC,29,Online,Gaming,USA,USA,United Kingdom,M,38.2,Lloyds,True
2020-10-14,Wednesday,20,MasterCard,Tap,29,POS,Food,China,China,United Kingdom,M,29.1,Barclays,True
2020-10-13,Tuesday,2,Visa,CVC,16,Online,Subscription,USA,USA,United Kingdom,M,35.8,Metro,True
2020-10-14,Wednesday,4,MasterCard,PIN,16,ATM,Fashion,China,China,United Kingdom,F,42.8,Barclays,True
2020-10-14,Wednesday,15,Visa,PIN,8,ATM,Products,USA,USA,United Kingdom,F,47.1,Barlcays,True
2020-10-13,Tuesday,12,MasterCard,PIN,279,POS,Children,China,China,United Kingdom,M,57.8,Barclays,True
2020-10-13,Tuesday,3,Visa,CVC,7,Online,Products,USA,USA,United Kingdom,F,54.9,Barclays,True
2020-10-13,Tuesday,17,MasterCard,PIN,28,ATM,Electronics,USA,USA,United Kingdom,F,51.3,Lloyds,True
2020-10-13,Tuesday,3,MasterCard,PIN,27,ATM,Services,Russia,Russia,United Kingdom,M,48.1,Barclays,True
2020-10-14,Wednesday,0,Visa,Tap,27,POS,Gaming,USA,USA,United Kingdom,F,47.5,HSBC,True
2020-10-14,Wednesday,14,MasterCard,Tap,21,POS,Electronics,China,China,United Kingdom,M,53.1,HSBC,True
2020-10-14,Wednesday,4,Visa,Tap,16,POS,Entertainment,Russia,Russia,United Kingdom,M,45.4,RBS,True
2020-10-14,Wednesday,23,Visa,PIN,24,ATM,Restaurant,Russia,Russia,United Kingdom,F,41.7,Barclays,True
2020-10-13,Tuesday,0,MasterCard,CVC,251,Online,Children,India,India,United Kingdom,M,47.3,Monzo,True
2020-10-13,Tuesday,12,Visa,CVC,15,Online,Products,USA,USA,United Kingdom,M,59.3,HSBC,True
2020-10-14,Wednesday,13,Visa,CVC,28,Online,Gaming,India,India,United Kingdom,M,44.4,Lloyds,True
2020-10-13,Tuesday,19,Visa,CVC,26,Online,Electronics,USA,USA,United Kingdom,M,32.4,Barclays,True
